# X	Y
0.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000021e-02	9.975303521313124699e-01
2.000000000000000042e-02	9.951179234506893900e-01
2.999999999999999889e-02	9.927577181268506523e-01
4.000000000000000083e-02	9.904450362831224153e-01
5.000000000000000278e-02	9.881754583332791331e-01
5.999999999999999778e-02	9.859448301139785986e-01
7.000000000000000666e-02	9.837492487740483460e-01
8.000000000000000167e-02	9.815850493828656154e-01
8.999999999999999667e-02	9.794487922219434761e-01
1.000000000000000056e-01	9.773372507256318231e-01
1.100000000000000006e-01	9.752474000385230601e-01
1.199999999999999956e-01	9.731764061587775405e-01
1.300000000000000044e-01	9.711216156380898523e-01
1.400000000000000133e-01	9.690805458104909675e-01
1.499999999999999944e-01	9.670508755235355247e-01
1.600000000000000033e-01	9.650304363467552271e-01
1.700000000000000122e-01	9.630172042334802507e-01
1.799999999999999933e-01	9.610092916133300411e-01
1.900000000000000022e-01	9.590049398937863234e-01
2.000000000000000111e-01	9.570025123503297371e-01
2.099999999999999922e-01	9.550004873856381415e-01
2.200000000000000011e-01	9.529974521393040909e-01
2.300000000000000100e-01	9.509920964304476865e-01
2.399999999999999911e-01	9.489832070164657685e-01
2.500000000000000000e-01	9.469696621519952950e-01
2.600000000000000089e-01	9.449504264329436909e-01
2.700000000000000178e-01	9.429245459111976757e-01
2.800000000000000266e-01	9.408911434663215223e-01
2.899999999999999800e-01	9.388494144212464754e-01
2.999999999999999889e-01	9.367986223895792275e-01
3.099999999999999978e-01	9.347380953427818495e-01
3.200000000000000067e-01	9.326672218860492247e-01
3.300000000000000155e-01	9.305854477322689222e-01
3.400000000000000244e-01	9.284922723639642550e-01
3.500000000000000333e-01	9.263872458736364113e-01
3.599999999999999867e-01	9.242699659733781825e-01
3.699999999999999956e-01	9.221400751651052108e-01
3.800000000000000044e-01	9.199972580631583519e-01
3.900000000000000133e-01	9.178412388614608508e-01
4.000000000000000222e-01	9.156717789377866179e-01
4.100000000000000311e-01	9.134886745880771430e-01
4.199999999999999845e-01	9.112917548840889781e-01
4.299999999999999933e-01	9.090808796479931120e-01
4.400000000000000022e-01	9.068559375378644205e-01
4.500000000000000111e-01	9.046168442382994668e-01
4.600000000000000200e-01	9.023635407506959139e-01
4.700000000000000289e-01	9.000959917779906005e-01
4.799999999999999822e-01	8.978141841989240035e-01
4.899999999999999911e-01	8.955181256271366186e-01
5.000000000000000000e-01	8.932078430506482647e-01
5.100000000000000089e-01	8.908833815474868079e-01
5.200000000000000178e-01	8.885448030734498515e-01
5.300000000000000266e-01	8.861921853181840003e-01
5.400000000000000355e-01	8.838256206259612613e-01
5.500000000000000444e-01	8.814452149777121104e-01
