# X	Y
5.600000000000000533e-01	8.790510870310488389e-01
5.700000000000000622e-01	8.766433672151822121e-01
5.799999999999999600e-01	8.742221968777853514e-01
5.899999999999999689e-01	8.717877274810179600e-01
5.999999999999999778e-01	8.693401198440500188e-01
6.099999999999999867e-01	8.668795434295831770e-01
6.199999999999999956e-01	8.644061756719677581e-01
6.300000000000000044e-01	8.619202013446631838e-01
6.400000000000000133e-01	8.594218119648853182e-01
6.500000000000000222e-01	8.569112052334046936e-01
6.600000000000000311e-01	8.543885845075618324e-01
6.700000000000000400e-01	8.518541583056662425e-01
6.800000000000000488e-01	8.493081398410384786e-01
6.900000000000000577e-01	8.467507465840475867e-01
7.000000000000000666e-01	8.441821998505791846e-01
7.099999999999999645e-01	8.416027244154531406e-01
7.199999999999999734e-01	8.390125481493849735e-01
7.299999999999999822e-01	8.364119016781598193e-01
7.399999999999999911e-01	8.338010180627569712e-01
7.500000000000000000e-01	8.311801324992306172e-01
7.600000000000000089e-01	8.285494820372132363e-01
7.700000000000000178e-01	8.259093053159698439e-01
7.800000000000000266e-01	8.232598423169883439e-01
7.900000000000000355e-01	8.206013341321415355e-01
8.000000000000000444e-01	8.179340227465151658e-01
8.100000000000000533e-01	8.152581508350370543e-01
8.200000000000000622e-01	8.125739615720940501e-01
8.300000000000000711e-01	8.098816984533647734e-01
8.399999999999999689e-01	8.071816051291413885e-01
8.499999999999999778e-01	8.044739252484472969e-01
8.599999999999999867e-01	8.017589023133037118e-01
8.699999999999999956e-01	7.990367795425257214e-01
8.800000000000000044e-01	7.963077997444665268e-01
8.900000000000000133e-01	7.935722051981641822e-01
9.000000000000000222e-01	7.908302375423665875e-01
9.100000000000000311e-01	7.880821376719493454e-01
9.200000000000000400e-01	7.853281456412634087e-01
9.300000000000000488e-01	7.825685005739760891e-01
9.400000000000000577e-01	7.798034405789957546e-01
9.500000000000000666e-01	7.770332026720929708e-01
9.599999999999999645e-01	7.742580227028527107e-01
9.699999999999999734e-01	7.714781352866163511e-01
9.799999999999999822e-01	7.686937737410874938e-01
9.899999999999999911e-01	7.659051700272997421e-01
1.000000000000000000e+00	7.631125546946612159e-01
1.010000000000000009e+00	7.603161568298039130e-01
1.020000000000000018e+00	7.575162040089895577e-01
1.030000000000000027e+00	7.547129222538339066e-01
1.040000000000000036e+00	7.519065359901241363e-01
1.050000000000000044e+00	7.490972680095283609e-01
1.060000000000000053e+00	7.462853394339933333e-01
1.070000000000000062e+00	7.434709696826558023e-01
1.080000000000000071e+00	7.406543764410890018e-01
1.090000000000000080e+00	7.378357756327321715e-01
1.100000000000000089e+00	7.350153813923486767e-01
1.110000000000000098e+00	7.321934060413723966e-01
1.120000000000000107e+00	7.293700600650193655e-01
1.130000000000000115e+00	7.265455520910348852e-01
1.140000000000000124e+00	7.237200888699716339e-01
1.150000000000000133e+00	7.208938752568858632e-01
1.159999999999999920e+00	7.180671141943619773e-01
1.169999999999999929e+00	7.152400066967706804e-01
1.179999999999999938e+00	7.124127518356776489e-01
1.189999999999999947e+00	7.095855467263261218e-01
1.199999999999999956e+00	7.067585865151223556e-01
1.209999999999999964e+00	7.039320643680544443e-01
1.219999999999999973e+00	7.011061714599891026e-01
1.229999999999999982e+00	6.982810969647852417e-01
1.239999999999999991e+00	6.954570280461757070e-01
1.250000000000000000e+00	6.926341498493672200e-01
1.260000000000000009e+00	6.898126454933199980e-01
1.270000000000000018e+00	6.869926960636615343e-01
1.280000000000000027e+00	6.841744806062030060e-01
1.290000000000000036e+00	6.813581761210228960e-01
1.300000000000000044e+00	6.785439575570885173e-01
1.310000000000000053e+00	6.757319978073897948e-01
1.320000000000000062e+00	6.729224677045584357e-01
1.330000000000000071e+00	6.701155360169526176e-01
1.340000000000000080e+00	6.673113694451857647e-01
1.350000000000000089e+00	6.645101326190829827e-01
1.360000000000000098e+00	6.617119880950486088e-01
1.370000000000000107e+00	6.589170963538308889e-01
1.380000000000000115e+00	6.561256157986711246e-01
1.390000000000000124e+00	6.533377027538282977e-01
1.400000000000000133e+00	6.505535114634648508e-01
1.409999999999999920e+00	6.477731940908920683e-01
1.419999999999999929e+00	6.449969007181599601e-01
1.429999999999999938e+00	6.422247793459928689e-01
1.439999999999999947e+00	6.394569758940596982e-01
1.449999999999999956e+00	6.366936342015786510e-01
1.459999999999999964e+00	6.339348960282474854e-01
1.469999999999999973e+00	6.311809010555016197e-01
1.479999999999999982e+00	6.284317868880947566e-01
1.489999999999999991e+00	6.256876890559990301e-01
1.500000000000000000e+00	6.229487410166241190e-01
1.510000000000000009e+00	6.202150741573551063e-01
1.520000000000000018e+00	6.174868177984059736e-01
1.530000000000000027e+00	6.147640991959882895e-01
1.540000000000000036e+00	6.120470435457967540e-01
1.550000000000000044e+00	6.093357739868070500e-01
1.560000000000000053e+00	6.066304116053899964e-01
1.570000000000000062e+00	6.039310754397388958e-01
1.580000000000000071e+00	6.012378824846106307e-01
1.590000000000000080e+00	5.985509476963802866e-01
1.600000000000000089e+00	5.958703839984087480e-01
1.610000000000000098e+00	5.931963022867247082e-01
1.620000000000000107e+00	5.905288114360164320e-01
1.630000000000000115e+00	5.878680183059380449e-01
1.640000000000000124e+00	5.852140277477260177e-01
1.650000000000000133e+00	5.825669426111255156e-01
1.660000000000000142e+00	5.799268637516268310e-01
1.669999999999999929e+00	5.772938900380109040e-01
1.679999999999999938e+00	5.746681183602001530e-01
1.689999999999999947e+00	5.720496436374162830e-01
1.699999999999999956e+00	5.694385588266411835e-01
1.709999999999999964e+00	5.668349549313795865e-01
1.719999999999999973e+00	5.642389210107214836e-01
1.729999999999999982e+00	5.616505441887023053e-01
1.739999999999999991e+00	5.590699096639569765e-01
1.750000000000000000e+00	5.564971007196661823e-01
1.760000000000000009e+00	5.539321987337920694e-01
1.770000000000000018e+00	5.513752831895981643e-01
1.780000000000000027e+00	5.488264316864531756e-01
1.790000000000000036e+00	5.462857199509116857e-01
1.800000000000000044e+00	5.437532218480699564e-01
1.810000000000000053e+00	5.412290093931920731e-01
1.820000000000000062e+00	5.387131527636019879e-01
1.830000000000000071e+00	5.362057203108370196e-01
1.840000000000000080e+00	5.337067785730588154e-01
1.850000000000000089e+00	5.312163922877146671e-01
1.860000000000000098e+00	5.287346244044470733e-01
1.870000000000000107e+00	5.262615360982444423e-01
1.880000000000000115e+00	5.237971867828266070e-01
1.890000000000000124e+00	5.213416341242625984e-01
1.900000000000000133e+00	5.188949340548127953e-01
1.910000000000000142e+00	5.164571407869875674e-01
1.919999999999999929e+00	5.140283068278230783e-01
1.929999999999999938e+00	5.116084829933585931e-01
1.939999999999999947e+00	5.091977184233195119e-01
1.949999999999999956e+00	5.067960605959894727e-01
1.959999999999999964e+00	5.044035553432733021e-01
1.969999999999999973e+00	5.020202468659402673e-01
1.979999999999999982e+00	4.996461777490404654e-01
1.989999999999999991e+00	4.972813889774905793e-01
